Squad,Year,Rank.x,# Pl.x.x,90s.x.x,SCA,SCA90,PassLive,PassDead,TO,Sh.x,Fld,Def,GCA,GCA90,# Pl.y.x,90s.y.x,Gls,Sh.y,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK.x,PK,PKatt.x,xG,npxG,npxG/Sh,G-xG,np:G-xG,prop_SCA_dead,performance,Rank.y,# Pl.x.y,Poss,90s.x.y,Touches,Def Pen,Def 3rd.x,Mid 3rd.x,Att 3rd.x,Att Pen,Live,Att.x.x,Succ,Succ%,Tkld,Tkld%,Carries,TotDist.x,PrgDist.x,PrgC,1/3.x,CPA,Mis,Dis,Rec,PrgR,# Pl.y.y,90s.y.y,Cmp.x,Att.y.x,Cmp%.x,TotDist.y,PrgDist.y,Ast,xAG,xA,A-xAG,KP,1/3.y,PPA,CrsPA,PrgP,takeons_per_match,prop_def_third,prop_mid_third,prop_att_third,kp_90,crosses_90,PrgP_90,PrgC_90,takeons_attempted_90,def_third_touches_90,mid_third_touches_90,att_third_touches_90,Rank,# Pl.x,MP,Starts,Min,90s.x,GA.x,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt.y,PKA.x,PKsv,PKm,# Pl.y,90s.y,GA.y,PKA.y,FK.y,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp.y,Att.x.y,Cmp%.y,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,# Pl,90s,Tkl,TklW,Def 3rd.y,Mid 3rd.y,Att 3rd.y,Att.y.y,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,opp_90,tkl_90,int_90,tkl_int_90,def_3rd_90,att_3rd_90,save_performance,prop_tkl_w
Sevilla,21/22,GR,22,6,121,20.17,81,16,8,6,10,0,9,1.5,22,6,5,69,20,29,11.5,3.3299999999999996,0.04,0.15000000000000002,18.6,5,2,2,7.2,5.6,0.08,-2.2,-2.6,0.1322314049586777,Underperformed,GR,22,60.5,6,4134,350,1404,1741,1013,115,4132,134,65,48.5,69,51.5,2445,10226,4994,87,75,19,95,48,2807,295,22,6,2825,3515,80.4,55879,18552,3,4.3,5.1,-1.3,52,218,48,17,297,22.333333333333332,0.33962264150943394,0.4211417513304306,0.24504112239961295,8.666666666666666,2.8333333333333335,49.5,14.5,22.333333333333332,234,290.1666666666667,168.83333333333334,GR,1,6,6,540,6,5,0.8300000000000001,19,14,84.2,1,3,2,2,33.3,4,2,0,2,1,6,5,2,0,0,0,6,0.21000000000000002,1,0.17,25,57,43.9,156,26,30.1,32.5,45,4,8.9,3,0.5,13.4,22,6,73,42,39,23,11,101,40.6,60,65,19,46,64,137,70,3,7.5,12.166666666666666,10.666666666666666,22.833333333333332,6.5,1.8333333333333333,Overperformed,0.5753424657534246
Sevilla,22/23,GR,24,6,119,19.830000000000002,89,10,4,11,4,1,9,1.5,24,6,6,68,24,35.3,11.33,4,0.09,0.25,17.5,2,0,0,5.4,5.4,0.08,0.6,0.6,0.08403361344537816,Overperformed,GR,24,50.7,6,3745,455,1427,1531,806,102,3745,79,34,43,33,41.8,2092,9099,4185,74,60,18,73,43,2611,230,24,6,2635,3189,82.6,48400,15877,5,4,4.4,1,50,161,43,9,233,13.166666666666666,0.38104138851802405,0.4088117489986649,0.21522029372496662,8.333333333333334,1.5,38.833333333333336,12.333333333333334,13.166666666666666,237.83333333333334,255.16666666666666,134.33333333333334,GR,2,6,6,540,6,12,2,30,18,60,1,2,3,2,33.3,0,0,0,0,2,6,12,0,0,1,0,10.1,0.36,-1.9,-0.32,29,86,33.7,226,23,25.2,28.5,73,8,11,4,0.6699999999999999,11.4,24,6,82,49,38,30,14,93,46.2,50,64,19,45,49,131,90,6,12.166666666666666,13.666666666666666,8.166666666666666,21.833333333333332,6.333333333333333,2.3333333333333335,Underperformed,0.5975609756097561
Shakhtar,18/19,GR,20,6,129,21.5,108,8,4,3,5,1,15,2.5,20,6,8,69,25,36.2,11.5,4.17,0.12000000000000001,0.32,17.6,3,0,0,6.9,6.9,0.1,1.1,1.1,0.06201550387596899,Overperformed,GR,20,49.2,6,3774,410,1221,1773,817,130,3774,66,33,50,33,50,2399,12707,6655,135,121,31,83,62,2613,212,20,6,2630,3167,83,44787,14900,8,6.2,4.3,1.8,57,124,49,6,214,11,0.3235294117647059,0.4697933227344992,0.21648118706942238,9.5,1,35.666666666666664,22.5,11,203.5,295.5,136.16666666666666,GR,1,6,6,540,6,16,2.67,36,20,61.1,1,3,2,0,0,2,2,0,0,1,6,16,2,0,2,0,11.8,0.27,-4.2,-0.7,37,92,40.2,186,44,34.9,32.8,80,5,6.3,5,0.8300000000000001,13.7,20,6,84,52,42,37,5,90,31.1,62,64,26,38,75,159,121,5,13.333333333333334,14,12.5,26.5,7,0.8333333333333334,Underperformed,0.6190476190476191
Shakhtar,19/20,GR,18,6,112,18.67,84,6,9,4,8,1,16,2.67,18,6,8,60,22,36.7,10,3.67,0.12000000000000001,0.32,18.3,3,1,1,8.3,7.5,0.13,-0.3,-0.5,0.05357142857142857,Underperformed,GR,18,49.8,6,3831,397,1253,1850,763,117,3830,116,73,62.9,43,37.1,2763,15339,8007,139,96,30,87,48,2684,178,18,6,2704,3198,84.6,45044,14877,6,6.5,5.7,-0.5,48,156,44,3,179,19.333333333333332,0.3270686504829026,0.48290263638736625,0.1991647089532759,8,0.5,29.833333333333332,23.166666666666668,19.333333333333332,208.83333333333334,308.3333333333333,127.16666666666667,GR,1,6,6,540,6,13,2.17,33,19,63.6,1,3,2,0,0,2,1,1,0,1,6,13,1,0,0,0,14.1,0.39,1.1,0.18,27,70,38.6,194,52,27.3,32.5,78,4,5.1,3,0.5,12.5,18,6,91,52,55,29,7,114,34.2,75,54,17,37,64,155,120,6,13,15.166666666666666,10.666666666666666,25.833333333333332,9.166666666666666,1.1666666666666667,Overperformed,0.5714285714285714
Shakhtar,20/21,GR,23,6,74,12.33,55,3,6,5,4,1,6,1,23,6,4,41,17,41.5,6.83,2.8299999999999996,0.1,0.24000000000000002,20.3,1,0,0,4.7,4.7,0.12000000000000001,-0.7,-0.7,0.04054054054054054,Underperformed,GR,23,45.3,6,3682,487,1513,1695,520,58,3682,104,73,70.2,31,29.8,2000,10296,4640,86,67,19,58,74,2571,147,23,6,2588,3078,84.1,46468,14087,3,3.9,2.2,-0.9,31,115,13,2,147,17.333333333333332,0.410917979359044,0.4603476371537208,0.1412275936990766,5.166666666666667,0.3333333333333333,24.5,14.333333333333334,17.333333333333332,252.16666666666666,282.5,86.66666666666667,GR,2,6,6,540,6,12,2,37,26,70.3,2,2,2,3,50,1,1,0,0,2,6,12,1,1,2,1,11.3,0.28,0.3,0.05,26,100,26,181,29,34.8,26.4,124,2,1.6,2,0.32999999999999996,14,23,6,63,39,41,15,7,105,38.1,65,72,17,55,81,144,148,3,20.666666666666668,10.5,13.5,24,6.833333333333333,1.1666666666666667,Overperformed,0.6190476190476191
Shakhtar,21/22,GR,25,6,144,24,108,10,14,9,1,2,4,0.6699999999999999,25,6,2,79,20,25.3,13.17,3.3299999999999996,0.03,0.1,19.2,1,0,0,6.8,6.8,0.09,-4.8,-4.8,0.06944444444444445,Underperformed,GR,25,58.8,6,4405,442,1191,2165,1078,140,4405,123,71,57.7,52,42.3,2989,15395,8760,146,119,39,86,59,3350,290,25,6,3389,3823,88.6,53950,17539,2,6.3,6.1,-4.3,65,267,47,3,291,20.5,0.2703745743473326,0.49148694665153236,0.24472190692395004,10.833333333333334,0.5,48.5,24.333333333333332,20.5,198.5,360.8333333333333,179.66666666666666,GR,3,6,6,540,6,12,2,35,24,65.7,0,2,4,1,16.7,0,0,0,0,3,6,12,0,0,1,1,10.8,0.31,-0.2,-0.03,14,30,46.7,143,30,18.2,23.2,71,2,2.8,4,0.6699999999999999,9.9,25,6,71,45,35,24,12,78,39.7,47,56,21,35,48,119,84,6,11.833333333333334,11.833333333333334,8,19.833333333333332,5.833333333333333,2,Underperformed,0.6338028169014085
Shakhtar,22/23,GR,20,6,80,13.33,70,4,0,3,1,2,14,2.3299999999999996,20,6,8,45,15,33.3,7.5,2.5,0.18,0.53,19.9,1,0,0,3.7,3.7,0.08,4.3,4.3,0.05,Overperformed,GR,20,42.3,6,3603,658,1828,1401,396,64,3603,103,32,31.1,57,55.3,2274,11751,5899,104,68,19,71,52,2444,139,20,6,2461,2927,84.1,41792,14439,7,3,3.1,4,32,100,18,4,140,17.166666666666668,0.5073549819594783,0.38884263114071604,0.10990840965861781,5.333333333333333,0.6666666666666666,23.333333333333332,17.333333333333332,17.166666666666668,304.6666666666667,233.5,66,GR,1,6,6,540,6,10,1.6700000000000002,38,30,73.7,1,3,2,0,0,0,0,0,0,1,6,10,0,0,0,2,9,0.25,1,0.17,22,71,31,172,25,24.4,27,122,4,3.3,2,0.32999999999999996,8.7,20,6,106,52,68,30,8,99,45.5,54,57,17,40,65,171,156,5,20.333333333333332,17.666666666666668,10.833333333333334,28.5,11.333333333333334,1.3333333333333333,Overperformed,0.49056603773584906
Sheriff Tiraspol,21/22,GR,19,6,88,14.67,63,9,4,4,6,2,13,2.17,19,6,7,54,21,38.9,9,3.5,0.13,0.32999999999999996,21,3,0,0,4.4,4.4,0.08,2.6,2.6,0.10227272727272728,Overperformed,GR,19,29.8,6,2580,526,1279,869,467,65,2580,85,51,60,34,40,1487,8270,4384,89,59,19,87,59,1354,99,19,6,1368,1834,74.6,26046,10729,5,3.4,2.7,1.6,39,82,23,10,100,14.166666666666666,0.49573643410852714,0.3368217054263566,0.1810077519379845,6.5,1.6666666666666667,16.666666666666668,14.833333333333334,14.166666666666666,213.16666666666666,144.83333333333334,77.83333333333333,GR,2,6,6,540,6,11,1.83,43,32,76.7,2,1,3,1,16.7,1,1,0,0,2,6,11,1,1,3,0,10.5,0.25,-0.5,-0.09,38,89,42.7,114,15,43,41.8,122,1,0.8,1,0.17,10.5,19,6,106,58,70,27,9,131,42,76,92,38,54,67,173,163,0,20.333333333333332,17.666666666666668,11.166666666666666,28.833333333333332,11.666666666666666,1.5,Underperformed,0.5471698113207547
Slavia Prague,19/20,GR,20,6,147,24.5,105,13,2,8,14,5,7,1.1700000000000002,20,6,4,90,33,36.7,15,5.5,0.03,0.09,19.7,7,1,1,9.4,8.6,0.1,-5.4,-5.6,0.08843537414965986,Underperformed,GR,20,48.7,6,3808,380,1188,1550,1112,134,3807,98,45,45.9,53,54.1,2141,11432,5369,104,97,27,110,56,2417,270,20,6,2436,3102,78.5,43795,16145,3,6.5,5.6,-3.5,59,188,49,13,272,16.333333333333332,0.3119747899159664,0.4070378151260504,0.2920168067226891,9.833333333333334,2.1666666666666665,45.333333333333336,17.333333333333332,16.333333333333332,198,258.3333333333333,185.33333333333334,GR,1,6,6,540,6,10,1.6700000000000002,35,26,71.4,0,2,4,1,16.7,0,0,0,0,1,6,10,0,0,0,1,10.7,0.31,1.7,0.28,52,108,48.1,218,35,39.4,35.7,29,1,3.4,17,2.8299999999999996,21,20,6,83,46,35,30,18,119,31.1,82,73,14,59,77,160,73,2,4.833333333333333,13.833333333333334,12.833333333333334,26.666666666666668,5.833333333333333,3,Overperformed,0.5542168674698795
Sporting CP,21/22,R16,27,8,136,17,97,18,7,7,4,3,24,3,27,8,14,75,30,40,9.370000000000001,3.75,0.16,0.4,17,0,2,3,12.2,9.8,0.13,1.8,2.2,0.1323529411764706,Overperformed,R16,27,41.4,8,4220,609,1690,1905,676,128,4217,127,70,55.1,57,44.9,2342,12181,6159,126,79,35,131,68,2610,227,27,8,2626,3338,78.7,46252,16769,10,8,7.1,2,56,139,37,11,228,15.875,0.4004739336492891,0.4514218009478673,0.16018957345971563,7,1.375,28.5,15.75,15.875,211.25,238.125,84.5,R16,2,8,8,720,8,17,2.12,36,19,55.6,3,1,4,2,25,1,1,0,0,2,8,17,1,0,2,0,12.6,0.32999999999999996,-4.4,-0.55,28,100,28,246,45,35,27.9,95,10,10.5,3,0.38,6.3,27,8,134,72,64,57,13,173,37,109,87,26,61,115,249,133,3,11.875,16.75,14.375,31.125,8,1.625,Underperformed,0.5373134328358209
Sporting CP,22/23,GR,25,6,75,12.5,53,7,5,5,4,1,15,2.5,25,6,8,45,21,46.7,7.5,3.5,0.18,0.38,18.5,1,0,0,3.8,3.8,0.09,4.2,4.2,0.09333333333333334,Overperformed,GR,25,45.3,6,3470,572,1549,1484,469,67,3470,108,49,45.4,47,43.5,2097,9705,4974,78,56,16,90,88,2240,138,25,6,2250,2812,80,40741,13062,5,3,2.5,2,33,95,20,4,139,18,0.4463976945244957,0.4276657060518732,0.1351585014409222,5.5,0.6666666666666666,23.166666666666668,13,18,258.1666666666667,247.33333333333334,78.16666666666667,GR,2,6,6,537,6,9,1.51,29,20,75.9,2,1,3,2,33.3,2,2,0,0,2,6,9,2,0,2,0,10.6,0.31,1.6,0.27,26,107,24.3,229,40,29.7,32.4,105,11,10.5,3,0.5,5.3,25,6,127,75,70,49,8,89,62.9,33,62,15,47,50,177,127,4,17.5,21.166666666666668,8.333333333333334,29.5,11.666666666666666,1.3333333333333333,Overperformed,0.5905511811023622
Tottenham,18/19,F,24,13,360,27.69,242,28,37,30,17,6,36,2.77,24,13,20,201,74,36.8,15.46,5.6899999999999995,0.1,0.27,17.9,9,0,0,20.5,20.5,0.11,-0.5,-0.5,0.07777777777777778,Underperformed,F,24,52.5,13,8508,819,2443,4165,1983,316,8508,252,148,58.7,104,41.3,5220,26422,13095,275,194,82,214,153,5693,557,24,13,5730,7075,81,102185,36574,17,16.9,14.8,0.1,151,406,111,21,564,19.384615384615383,0.2871415138692995,0.48953925716972263,0.23307475317348378,11.615384615384615,1.6153846153846154,43.38461538461539,21.153846153846153,19.384615384615383,187.92307692307693,320.38461538461536,152.53846153846155,F,3,13,13,1167,13,19,1.47,55,35,67.3,6,2,5,4,30.8,2,1,1,0,3,13,19,1,0,4,0,17,0.28,-2,-0.16,70,161,43.5,368,64,29.6,32.3,133,6,4.5,11,0.8500000000000001,13.2,24,13,195,110,85,87,23,179,42.5,103,145,43,102,144,339,239,7,10.23076923076923,15,11.076923076923077,26.076923076923077,6.538461538461538,1.7692307692307692,Underperformed,0.5641025641025641
Tottenham,19/20,R16,28,8,171,21.38,121,10,11,10,17,2,32,4,28,8,18,96,45,46.9,12,5.63,0.17,0.36,16.8,7,2,2,14.5,13,0.15000000000000002,3.5,3,0.05847953216374269,Overperformed,R16,28,50,8,5209,514,1403,2680,1170,159,5207,197,111,56.3,86,43.7,3515,15844,8149,158,126,29,108,80,3530,295,28,8,3554,4312,82.4,57860,19706,15,11.6,9.5,3.4,75,217,74,18,298,24.625,0.26934152428489155,0.5144941447494721,0.22461124976003072,9.375,2.25,37.25,19.75,24.625,175.375,335,146.25,R16,2,8,8,720,8,18,2.25,47,29,66,3,1,4,2,25,2,2,0,0,2,8,18,2,0,1,0,16.4,0.31,-1.6,-0.2,34,88,38.6,151,31,35.8,33.4,103,2,1.9,3,0.38,8.4,28,8,122,74,53,55,14,147,40.1,88,82,30,52,68,190,152,3,12.875,15.25,8.5,23.75,6.625,1.75,Underperformed,0.6065573770491803
Tottenham,22/23,R16,25,8,177,22.12,129,15,7,9,14,3,15,1.87,25,8,8,95,29,30.5,11.870000000000001,3.62,0.07,0.24000000000000002,17.3,4,1,2,10,8.4,0.09,-2,-1.4,0.0847457627118644,Underperformed,R16,25,50.6,8,5113,491,1547,2430,1175,166,5111,135,52,38.5,54,40,3027,16071,7784,152,114,27,113,62,3431,353,25,8,3459,4270,81,60303,21384,7,7.5,8.5,-0.5,71,268,67,16,355,16.875,0.3025620966164678,0.4752591433600626,0.22980637590455702,8.875,2,44.375,19,16.875,193.375,303.75,146.875,R16,2,8,8,720,8,7,0.8700000000000001,30,23,76.7,3,3,2,3,37.5,0,0,0,0,2,8,7,0,0,3,0,9.9,0.37,2.9,0.36,23,47,48.9,179,46,20.7,26.6,96,6,6.3,16,2,25,25,8,153,88,56,73,24,143,49.7,72,75,28,47,71,224,132,5,12,19.125,8.875,28,7,3,Overperformed,0.5751633986928104
Valencia,18/19,GR,22,6,121,20.17,94,7,9,5,5,1,9,1.5,22,6,5,68,17,25,11.33,2.8299999999999996,0.07,0.29000000000000004,19.5,2,0,1,6.9,6.1,0.09,-1.9,-1.1,0.05785123966942149,Underperformed,GR,22,50.3,6,3679,327,1004,1840,866,122,3678,98,59,60.2,38,38.8,2359,11973,6365,126,99,23,88,68,2465,267,22,6,2480,3051,81.3,42612,16341,2,4.6,5.5,-2.6,50,173,47,14,271,16.333333333333332,0.2729002446316934,0.5001359064963306,0.2353900516444686,8.333333333333334,2.3333333333333335,45.166666666666664,21,16.333333333333332,167.33333333333334,306.6666666666667,144.33333333333334,GR,2,6,6,540,6,6,1,29,23,89.7,2,2,2,1,16.7,3,3,0,0,2,6,6,3,0,0,0,8.1,0.18,2.1,0.35,32,74,43.2,90,28,48.9,38.7,110,5,4.5,2,0.32999999999999996,11.4,22,6,103,67,61,33,9,94,51.1,46,62,22,40,76,179,114,3,18.333333333333332,17.166666666666668,12.666666666666666,29.833333333333332,10.166666666666666,1.5,Overperformed,0.6504854368932039
Valencia,19/20,R16,23,8,181,22.62,127,18,8,12,15,1,19,2.3699999999999997,23,8,12,101,35,34.7,12.62,4.37,0.11,0.31,18.2,5,1,3,14.7,12.3,0.13,-2.7,-1.3,0.09944751381215469,Underperformed,R16,23,48.5,8,4791,612,1684,2158,1001,143,4788,122,66,54.1,56,45.9,2506,12769,6524,122,85,20,106,63,3010,304,23,8,3036,3863,78.6,56160,21381,9,10.8,9,-1.8,76,234,55,17,306,15.25,0.35149238154873724,0.4504278856188687,0.20893341682321018,9.5,2.125,38.25,15.25,15.25,210.5,269.75,125.125,R16,2,8,8,720,8,15,1.87,39,24,66.7,3,2,3,2,25,3,2,0,1,2,8,15,2,0,1,0,15.8,0.36,0.8,0.1,56,157,35.7,194,33,50,36.4,151,2,1.3,5,0.63,16.2,23,8,123,74,56,60,7,148,37.8,92,92,32,60,92,215,185,2,18.875,15.375,11.5,26.875,7,0.875,Overperformed,0.6016260162601627
Viktoria Plzeň,18/19,GR,21,6,106,17.67,85,8,1,7,4,1,13,2.17,21,6,7,64,19,29.7,10.67,3.17,0.11,0.37,18.3,1,0,1,7.8,6.9,0.11,-0.8,0.1,0.07547169811320754,Underperformed,GR,21,38.8,6,3003,426,1102,1263,673,104,3002,61,30,49.2,31,50.8,1360,8516,4394,93,84,21,53,51,1760,204,21,6,1780,2384,74.7,32555,13869,6,5.8,4.5,0.2,48,122,43,9,205,10.166666666666666,0.366966366966367,0.4205794205794206,0.2241092241092241,8,1.5,34.166666666666664,15.5,10.166666666666666,183.66666666666666,210.5,112.16666666666667,GR,2,6,6,540,6,16,2.67,43,27,67.4,2,1,3,0,0,2,2,0,0,2,6,16,2,0,3,0,14.7,0.3,-1.3,-0.21000000000000002,59,138,42.8,169,40,55,36.1,110,3,2.7,2,0.32999999999999996,9.5,21,6,81,47,47,28,6,95,44.2,53,67,18,49,64,145,145,1,18.333333333333332,13.5,10.666666666666666,24.166666666666668,7.833333333333333,1,Underperformed,0.5802469135802469
Viktoria Plzeň,22/23,GR,22,6,112,18.67,79,11,5,7,7,3,10,1.6700000000000002,22,6,5,67,19,28.4,11.17,3.17,0.06,0.21000000000000002,18.9,0,1,1,5.5,4.8,0.07,-0.5,-0.8,0.09821428571428571,Underperformed,GR,22,29.5,6,2475,403,1000,919,585,98,2474,70,24,34.3,37,52.9,1135,5833,2672,69,38,9,74,55,1314,125,22,6,1328,1806,73.5,26820,13246,4,3.5,3.8,0.5,46,129,40,17,127,11.666666666666666,0.40404040404040403,0.3713131313131313,0.23636363636363636,7.666666666666667,2.8333333333333335,21.166666666666668,11.5,11.666666666666666,166.66666666666666,153.16666666666666,97.5,GR,2,6,6,540,6,24,4,55,31,56.4,0,0,6,0,0,0,0,0,0,2,6,24,0,0,1,0,23,0.43000000000000005,-1,-0.17,54,118,45.8,132,24,56.8,43,79,2,2.5,8,1.33,9.3,22,6,95,41,52,28,15,98,41.8,57,61,20,41,67,162,128,0,13.166666666666666,15.833333333333334,11.166666666666666,27,8.666666666666666,2.5,Underperformed,0.43157894736842106
Villarreal,21/22,SF,25,12,196,16.330000000000002,131,22,15,14,9,5,30,2.5,25,12,20,115,44,38.3,9.58,3.67,0.16,0.41000000000000003,15.5,2,2,2,19.4,18,0.17,0.6,0,0.11224489795918367,Overperformed,SF,25,43.2,12,6547,934,2523,2569,1516,208,6545,211,94,44.5,117,55.5,3473,18876,10004,184,130,51,191,104,3982,315,25,12,4060,5187,78.3,71760,26371,16,15.3,12.1,0.7,95,258,71,15,320,17.583333333333332,0.38536734382159765,0.39239346265465097,0.23155643806323506,7.916666666666667,1.25,26.666666666666668,15.333333333333334,17.583333333333332,210.25,214.08333333333334,126.33333333333333,SF,1,12,12,1080,12,16,1.33,55,40,70.9,5,3,4,3,25,0,0,0,0,1,12,16,0,0,0,1,14,0.26,-1,-0.08,57,222,25.7,372,51,39.5,35.7,215,10,4.7,22,1.83,15.4,25,12,196,110,112,61,23,202,41.6,118,130,48,82,114,310,269,9,17.916666666666668,16.333333333333332,9.5,25.833333333333332,9.333333333333334,1.9166666666666667,Underperformed,0.5612244897959183
Wolfsburg,21/22,GR,21,6,69,11.5,49,11,1,1,7,0,7,1.1700000000000002,21,6,5,42,11,26.2,7,1.83,0.12000000000000001,0.45,18.2,3,0,0,4.8,4.8,0.12000000000000001,0.2,0.2,0.15942028985507245,Overperformed,GR,21,43.2,6,3196,412,1303,1371,567,66,3196,124,64,51.6,60,48.4,1608,8039,4222,79,54,15,121,42,1822,156,21,6,1840,2472,74.4,36001,14464,4,3.5,3.6,0.5,33,132,24,8,160,20.666666666666668,0.4076971214017522,0.42897371714643306,0.1774092615769712,5.5,1.3333333333333333,26.666666666666668,13.166666666666666,20.666666666666668,217.16666666666666,228.5,94.5,GR,2,6,6,540,6,10,1.6700000000000002,33,23,72.7,1,2,3,1,16.7,1,1,0,0,2,6,10,1,1,2,0,10.7,0.29000000000000004,0.7,0.11,41,102,40.2,172,30,37.8,33.1,98,2,2,3,0.5,18.3,21,6,107,61,56,39,12,121,48.8,62,72,19,53,64,171,133,3,16.333333333333332,17.833333333333332,10.666666666666666,28.5,9.333333333333334,2,Overperformed,0.5700934579439252
Young Boys,18/19,GR,20,6,122,20.330000000000002,100,6,3,5,5,3,7,1.1700000000000002,20,6,4,71,15,21.1,11.83,2.5,0.03,0.13,19.7,2,2,2,6.5,5,0.07,-2.5,-3,0.04918032786885246,Underperformed,GR,20,41.3,6,3226,355,983,1561,720,101,3224,66,35,53,31,47,1665,10214,5373,109,100,21,99,47,1924,178,20,6,1939,2538,76.4,35231,14480,1,4.2,4,-3.2,53,158,39,13,180,11,0.30471171729696217,0.4838809671419715,0.2231866088034718,8.833333333333334,2.1666666666666665,30,18.166666666666668,11,163.83333333333334,260.1666666666667,120,GR,2,6,6,540,6,12,2,30,18,63.3,1,1,4,0,0,1,1,0,0,2,6,12,1,0,0,0,11.1,0.33999999999999997,-0.9,-0.15000000000000002,63,149,42.3,171,29,57.3,45,102,1,1,2,0.32999999999999996,10.8,20,6,132,70,65,49,18,108,42.6,62,68,22,46,74,206,138,2,17,22,12.333333333333334,34.333333333333336,10.833333333333334,3,Underperformed,0.5303030303030303
Young Boys,21/22,GR,24,6,129,21.5,95,11,8,8,2,5,11,1.83,24,6,7,82,25,30.5,13.67,4.17,0.09,0.28,18.8,0,0,0,7.4,7.4,0.09,-0.4,-0.4,0.08527131782945736,Underperformed,GR,24,50,6,3613,352,1295,1553,806,117,3613,118,54,45.8,64,54.2,2339,11515,5793,111,78,20,119,54,2323,241,24,6,2337,2925,79.9,46068,15665,4,5.7,4.3,-1.7,62,215,47,15,244,19.666666666666668,0.3584278992526986,0.42983670080265707,0.22308331026847494,10.333333333333334,2.5,40.666666666666664,18.5,19.666666666666668,215.83333333333334,258.8333333333333,134.33333333333334,GR,2,6,6,540,6,12,2,32,20,62.5,1,2,3,0,0,0,0,0,0,2,6,12,0,1,2,0,11.9,0.39,-0.1,-0.02,31,78,39.7,181,15,40.9,30.8,50,8,16,2,0.32999999999999996,7.9,24,6,115,63,69,36,10,123,52,59,50,12,38,87,202,73,1,8.333333333333334,19.166666666666668,14.5,33.666666666666664,11.5,1.6666666666666667,Underperformed,0.5478260869565217
Zenit,19/20,GR,19,6,106,17.67,81,10,6,5,3,1,11,1.83,19,6,6,59,20,33.9,9.83,3.3299999999999996,0.1,0.3,18.5,1,0,0,6.1,6.1,0.11,-0.1,-0.1,0.09433962264150944,Underperformed,GR,19,39.5,6,3316,435,1238,1393,725,94,3316,100,54,54,46,46,1752,9216,4856,81,65,17,70,41,1871,173,19,6,1882,2543,74,35853,15578,5,5.5,5.3,-0.5,45,148,44,13,175,16.666666666666668,0.3733413751507841,0.4200844390832328,0.21863691194209892,7.5,2.1666666666666665,29.166666666666668,13.5,16.666666666666668,206.33333333333334,232.16666666666666,120.83333333333333,GR,2,6,6,540,6,9,1.5,38,30,81.6,2,1,3,1,16.7,2,2,0,0,2,6,9,2,0,0,1,9.7,0.2,1.7,0.28,55,105,52.4,157,35,50.3,38.8,140,4,2.9,2,0.32999999999999996,13.7,19,6,106,68,63,34,9,124,32.3,84,68,26,42,95,201,156,0,23.333333333333332,17.666666666666668,15.833333333333334,33.5,10.5,1.5,Overperformed,0.6415094339622641
Zenit,20/21,GR,21,6,104,17.330000000000002,84,9,5,4,2,0,6,1,21,6,3,59,14,23.7,9.83,2.3299999999999996,0.05,0.21000000000000002,19.8,1,0,0,5.6,5.6,0.09,-2.6,-2.6,0.08653846153846154,Underperformed,GR,21,46.2,6,3678,392,1238,1582,896,103,3678,76,45,59.2,31,40.8,1936,10022,5007,90,79,18,92,60,2375,205,21,6,2394,3026,79.1,42918,15831,3,5,5.2,-2,46,161,47,17,206,12.666666666666666,0.33659597607395325,0.4301250679717238,0.24361065796628603,7.666666666666667,2.8333333333333335,34.333333333333336,15,12.666666666666666,206.33333333333334,263.6666666666667,149.33333333333334,GR,1,6,6,540,6,13,2.17,28,15,64.3,0,1,5,0,0,3,3,0,0,1,6,13,3,0,1,0,12.7,0.35,-0.3,-0.05,25,60,41.7,151,43,29.8,32.6,90,4,4.4,2,0.32999999999999996,10.6,21,6,95,57,56,28,11,128,35.2,83,67,18,49,93,188,101,1,15,15.833333333333334,15.5,31.333333333333332,9.333333333333334,1.8333333333333333,Underperformed,0.6
Zenit,21/22,GR,21,6,143,23.830000000000002,111,13,4,6,7,2,17,2.8299999999999996,21,6,9,79,25,31.6,13.17,4.17,0.1,0.32,17.9,3,1,2,9.8,8.3,0.11,-0.8,-0.3,0.09090909090909091,Underperformed,GR,21,45.7,6,3580,372,1149,1587,881,146,3579,71,44,62,27,38,2196,10438,5408,87,81,20,100,33,2421,224,21,6,2433,2956,82.3,42186,14420,6,6.8,7.8,-0.8,61,164,59,17,225,11.833333333333334,0.32094972067039107,0.4432960893854749,0.24608938547486034,10.166666666666666,2.8333333333333335,37.5,14.5,11.833333333333334,191.5,264.5,146.83333333333334,GR,2,6,6,540,6,10,1.6700000000000002,26,16,65.4,1,2,3,1,16.7,1,1,0,0,2,6,10,1,0,2,0,8.8,0.3,-1.2,-0.2,24,50,48,85,21,36.5,29.9,92,5,5.4,2,0.32999999999999996,10.8,21,6,83,46,51,24,8,93,39.8,56,60,13,47,56,139,123,3,15.333333333333334,13.833333333333334,9.333333333333334,23.166666666666668,8.5,1.3333333333333333,Underperformed,0.5542168674698795
